pedido_id,id_cliente,id_produto,data_pedido,id_vendedor,quantidade,valor_frete,total_pedido,municipio,estado,regiao
843,367,SKU-215,2025-08-21,14,1,18.42,2170.73,Gravata,PE,Nordeste
844,23,SKU-232,2025-01-08,11,2,28.95,3390.88,Manaus,AM,Norte
845,795,SKU-141,2026-01-11,1,3,18.97,7261.11,Manaus,AM,Norte
846,52,SKU-066,2025-10-28,15,2,28.95,5238.92,Contagem,MG,Sudeste
847,248,SKU-048,2025-06-16,10,1,16.72,1221.94,Sao Bernardo do Campo,SP,Sudeste
848,684,SKU-098,2025-12-27,7,4,12.79,2732.08,Fortaleza,CE,Nordeste
849,971,SKU-175,2026-01-01,10,1,18.11,2593.48,Nova Iguacu,RJ,Sudeste
850,1091,SKU-235,2026-01-09,14,2,7.68,3965.3,Campinas,SP,Sudeste
851,262,SKU-077,2025-05-29,4,4,7.18,9929.72,Fortaleza,CE,Nordeste
852,68,SKU-012,2025-09-22,10,2,13.46,5028.62,Caxias do Sul,RS,Sul
853,449,SKU-057,2025-05-21,2,3,21.25,6006.57,Colombo,PR,Sul
854,83,SKU-003,2025-11-05,14,1,27.16,2885.32,Ceilandia,DF,Centro-Oeste
855,2,SKU-220,2025-08-23,7,1,9.42,2316.04,Feira de Santana,BA,Nordeste
856,355,SKU-094,2026-02-02,11,3,17.13,6208.71,Canoas,RS,Sul
857,1136,SKU-158,2025-12-04,1,2,14.3,4565.44,Niteroi,RJ,Sudeste
858,172,SKU-210,2025-05-02,13,3,32.36,1274.16,Petrolina,PE,Nordeste
859,1482,SKU-126,2026-06-02,8,4,30.67,324.12,Volta Redonda,RJ,Sudeste
860,102,SKU-087,2025-11-25,15,1,9.1,591.12,Angra dos Reis,RJ,Sudeste
861,378,SKU-207,2025-04-11,8,2,12.03,2381.32,Lauro de Freitas,BA,Nordeste
862,399,SKU-088,2026-01-06,8,3,9.64,8418.63,Piracicaba,SP,Sudeste
863,47,SKU-188,2026-01-28,13,1,9.61,36.2,Guarapuava,PR,Sul
864,829,SKU-095,2025-10-14,1,4,28.19,1443.8,Juazeiro do Norte,CE,Nordeste
865,206,SKU-114,2025-04-15,8,1,18.82,2101.82,Osasco,SP,Sudeste
866,29,SKU-099,2025-09-27,11,4,20.95,6555.52,Passo Fundo,RS,Sul
867,795,SKU-056,2025-04-11,1,4,14.54,11058.28,Bento Goncalves,RS,Sul
868,914,SKU-228,2026-03-29,14,3,29.64,7239.3,Colombo,PR,Sul
869,170,SKU-118,2025-07-05,6,4,6.49,1998.2,Taguatinga,DF,Centro-Oeste
870,112,SKU-193,2026-02-08,9,4,34.44,9911.4,Juazeiro do Norte,CE,Nordeste
871,414,SKU-077,2025-02-16,1,4,17.5,9929.72,Maringa,PR,Sul
872,312,SKU-229,2026-01-22,6,2,9.31,3040.4,Nova Iguacu,RJ,Sudeste
873,75,SKU-141,2026-02-15,10,4,17.53,9681.48,Montes Claros,MG,Sudeste
874,30,SKU-229,2026-03-18,13,4,23.22,6080.8,Recife,PE,Nordeste
875,115,SKU-236,2026-02-07,13,2,10.29,1272.32,Juazeiro,BA,Nordeste
876,94,SKU-002,2025-12-22,8,1,25.62,2448.26,Taguatinga,DF,Centro-Oeste
877,69,SKU-108,2025-03-27,5,3,22.89,7125.24,Iguatu,CE,Nordeste
878,915,SKU-081,2025-07-16,9,3,17.34,4724.19,Guarulhos,SP,Sudeste
879,546,SKU-119,2026-05-27,14,3,15.33,413.37,Governador Valadares,MG,Sudeste
880,13,SKU-181,2025-01-29,3,2,29.94,2627.08,Coari,AM,Norte
881,1079,SKU-123,2025-08-04,12,4,27.49,4984.44,Ipatinga,MG,Sudeste
882,73,SKU-016,2025-06-30,2,2,33.31,63.54,Ipatinga,MG,Sudeste
883,23,SKU-020,2026-04-21,10,3,24.54,1744.71,Iguatu,CE,Nordeste
884,28,SKU-126,2025-04-20,10,4,9.93,324.12,Maringa,PR,Sul
885,1176,SKU-096,2025-04-27,10,3,13.05,3919.53,Tefe,AM,Norte
886,474,SKU-009,2026-01-19,1,2,33.2,3291.34,Serra Talhada,PE,Nordeste
887,74,SKU-220,2025-07-03,10,2,5.89,4632.08,Governador Valadares,MG,Sudeste
888,957,SKU-004,2025-04-08,8,3,10.53,8329.26,Petrolina,PE,Nordeste
889,1039,SKU-016,2026-03-09,15,1,31.05,31.77,Quixada,CE,Nordeste
890,1186,SKU-005,2025-08-10,15,1,17.0,1050.06,Passo Fundo,RS,Sul
891,919,SKU-228,2025-12-17,4,1,33.24,2413.1,Sao Jose dos Pinhais,PR,Sul
892,75,SKU-106,2026-04-15,10,2,12.61,953.3,Guarapuava,PR,Sul
893,85,SKU-029,2026-03-28,4,2,21.9,1557.8,Iguatu,CE,Nordeste
894,1263,SKU-002,2025-08-16,1,1,27.24,2448.26,Ilheus,BA,Nordeste
895,44,SKU-090,2025-11-29,4,1,25.97,2945.64,Erechim,RS,Sul
896,31,SKU-180,2025-06-11,15,4,10.41,3849.8,Petropolis,RJ,Sudeste
897,506,SKU-211,2026-02-01,13,2,15.44,1929.84,Ribeirao Preto,SP,Sudeste
898,490,SKU-110,2025-03-02,7,2,29.91,918.42,Igarassu,PE,Nordeste
899,639,SKU-211,2025-06-25,6,4,30.89,3859.68,Coari,AM,Norte
900,1434,SKU-151,2026-05-16,1,3,23.7,7860.54,Gama,DF,Centro-Oeste
901,322,SKU-001,2026-06-02,12,4,14.04,4893.12,Sao Bernardo do Campo,SP,Sudeste
902,382,SKU-094,2026-02-27,11,1,10.09,2069.57,Manaus,AM,Norte
903,778,SKU-027,2025-06-25,13,1,9.98,2075.12,Volta Redonda,RJ,Sudeste
904,1030,SKU-077,2025-09-01,15,1,13.38,2482.43,Presidente Figueiredo,AM,Norte
905,4,SKU-058,2025-06-27,4,2,15.45,2363.88,Canoas,RS,Sul
906,54,SKU-246,2025-06-21,13,2,15.73,5129.82,Santos,SP,Sudeste
907,224,SKU-167,2025-12-06,10,3,30.61,4390.53,Campinas,SP,Sudeste
908,1180,SKU-058,2025-12-12,14,3,14.86,3545.82,Sao Jose dos Campos,SP,Sudeste
909,260,SKU-130,2025-10-19,15,2,23.71,111.96,Canoas,RS,Sul
910,48,SKU-218,2025-09-10,3,4,32.57,1875.92,Aguas Claras,DF,Centro-Oeste
911,1,SKU-138,2025-01-28,2,3,21.93,4247.58,Manacapuru,AM,Norte
912,31,SKU-248,2025-10-03,8,3,7.71,5623.77,Brasilia,DF,Centro-Oeste
913,923,SKU-193,2026-02-07,10,3,32.23,7433.55,Recanto das Emas,DF,Centro-Oeste
914,34,SKU-015,2025-05-01,4,2,12.28,3884.78,Iguatu,CE,Nordeste
915,13,SKU-118,2025-11-13,7,3,13.34,1498.65,Rio de Janeiro,RJ,Sudeste
916,59,SKU-199,2025-10-02,10,1,21.99,1970.86,Crato,CE,Nordeste
917,1460,SKU-026,2025-05-16,2,2,16.87,4799.12,Nova Iguacu,RJ,Sudeste
918,362,SKU-060,2026-02-15,6,2,33.32,3109.5,Paranagua,PR,Sul
919,42,SKU-219,2026-06-05,12,4,12.56,4761.4,Petropolis,RJ,Sudeste
920,3,SKU-159,2026-03-12,1,1,18.46,2344.54,Porto Alegre,RS,Sul
921,503,SKU-041,2025-10-03,4,3,31.24,6175.83,Curitiba,PR,Sul
922,50,SKU-028,2025-03-06,1,3,25.73,3475.5,Juazeiro,BA,Nordeste
923,164,SKU-070,2025-08-03,4,2,8.01,3922.0,Duque de Caxias,RJ,Sudeste
924,679,SKU-013,2026-03-29,5,4,32.52,7923.88,Juazeiro do Norte,CE,Nordeste
925,340,SKU-250,2025-05-10,3,3,25.77,6958.17,Maringa,PR,Sul
926,1416,SKU-129,2025-08-30,13,3,23.85,1684.2,Camacari,BA,Nordeste
927,24,SKU-047,2025-01-08,1,3,28.15,670.71,Quixada,CE,Nordeste
928,293,SKU-163,2026-01-27,10,2,33.85,1859.28,Pelotas,RS,Sul
929,535,SKU-143,2026-03-17,3,3,7.86,2758.71,Brasilia,DF,Centro-Oeste
930,187,SKU-184,2025-10-24,11,4,13.25,10211.48,Tabatinga,AM,Norte
931,395,SKU-201,2026-01-03,13,2,29.89,2800.04,Itacoatiara,AM,Norte
932,167,SKU-112,2026-05-05,12,2,17.14,1688.4,Belo Horizonte,MG,Sudeste
933,401,SKU-102,2026-05-09,5,2,24.75,3681.06,Montes Claros,MG,Sudeste
934,1285,SKU-221,2025-11-23,3,3,7.4,5355.6,Aguas Claras,DF,Centro-Oeste
935,477,SKU-045,2025-07-07,3,3,5.26,4769.31,Cabo Frio,RJ,Sudeste
936,200,SKU-204,2026-02-20,3,2,27.71,1960.5,Paranagua,PR,Sul
937,472,SKU-049,2025-09-15,13,2,24.38,203.2,Petropolis,RJ,Sudeste
938,48,SKU-237,2025-10-08,10,1,13.62,2993.72,Taguatinga,DF,Centro-Oeste
939,1,SKU-004,2026-03-04,3,4,10.11,11105.68,Fortaleza,CE,Nordeste
940,266,SKU-001,2025-09-26,6,3,29.84,3669.84,Piracicaba,SP,Sudeste
941,292,SKU-048,2025-03-10,12,4,30.08,4887.76,Sao Paulo,SP,Sudeste
942,91,SKU-020,2025-02-21,13,1,22.25,581.57,Gravatai,RS,Sul
943,70,SKU-159,2025-07-01,2,2,9.81,4689.08,Caucaia,CE,Nordeste
944,1356,SKU-057,2026-01-27,15,1,25.84,2002.19,Recife,PE,Nordeste
945,434,SKU-119,2026-05-13,2,1,14.61,137.79,Guarapuava,PR,Sul
946,1284,SKU-192,2026-03-05,7,1,19.22,30.63,Olinda,PE,Nordeste
947,131,SKU-182,2025-12-29,8,1,5.44,2814.65,Itabuna,BA,Nordeste
948,54,SKU-070,2026-03-10,14,1,18.34,1961.0,Olinda,PE,Nordeste
949,85,SKU-029,2025-07-30,11,2,28.6,1557.8,Rio de Janeiro,RJ,Sudeste
950,1320,SKU-159,2025-09-23,3,3,26.38,7033.62,Petrolina,PE,Nordeste
951,1325,SKU-184,2025-04-12,15,4,15.47,10211.48,Londrina,PR,Sul
952,852,SKU-118,2025-07-02,6,4,19.1,1998.2,Gravata,PE,Nordeste
953,355,SKU-108,2025-02-02,10,4,30.76,9500.32,Santa Maria,RS,Sul
954,140,SKU-160,2025-02-16,6,3,31.4,8402.55,Angra dos Reis,RJ,Sudeste
955,1112,SKU-026,2026-06-08,10,4,5.59,9598.24,Angra dos Reis,RJ,Sudeste
956,582,SKU-049,2025-06-26,5,3,25.92,304.8,Santos,SP,Sudeste
957,485,SKU-114,2025-11-12,3,3,28.14,6305.46,Angra dos Reis,RJ,Sudeste
958,82,SKU-089,2026-03-15,10,3,28.88,5146.02,Tefe,AM,Norte
959,109,SKU-146,2025-01-12,6,2,15.77,4774.94,Colombo,PR,Sul
960,844,SKU-097,2025-05-21,12,4,21.78,4320.2,Ribeirao Preto,SP,Sudeste
961,342,SKU-051,2026-03-21,10,3,6.9,685.35,Sao Paulo,SP,Sudeste
962,185,SKU-129,2025-12-12,2,3,19.45,1684.2,Maringa,PR,Sul
963,243,SKU-072,2025-08-29,14,3,28.41,4436.19,Brasilia,DF,Centro-Oeste
964,965,SKU-149,2025-08-14,1,4,21.01,11520.28,Guarapuava,PR,Sul
965,152,SKU-217,2026-02-25,15,1,13.81,38.13,Caninde,CE,Nordeste
966,424,SKU-071,2025-08-06,9,4,6.54,6479.24,Jaboatao dos Guararapes,PE,Nordeste
967,860,SKU-216,2025-12-26,3,4,12.69,4405.44,Igarassu,PE,Nordeste
968,705,SKU-100,2025-08-28,11,4,21.6,8916.6,Volta Redonda,RJ,Sudeste
969,144,SKU-178,2025-03-31,1,3,29.49,6705.87,Recanto das Emas,DF,Centro-Oeste
970,1325,SKU-039,2026-04-09,14,4,32.74,5847.88,Uberaba,MG,Sudeste
971,24,SKU-199,2025-11-12,7,3,6.23,5912.58,Caninde,CE,Nordeste
972,2,SKU-250,2025-08-30,6,3,17.36,6958.17,Recife,PE,Nordeste
973,1219,SKU-059,2025-09-11,9,4,13.01,8044.92,Serra Talhada,PE,Nordeste
974,101,SKU-007,2026-02-10,14,4,24.34,9608.96,Porto Alegre,RS,Sul
975,259,SKU-180,2025-05-04,7,2,10.49,1924.9,Governador Valadares,MG,Sudeste
976,1188,SKU-122,2025-10-15,9,1,23.43,450.65,Maues,AM,Norte
977,641,SKU-111,2025-12-03,13,2,20.07,4741.14,Lauro de Freitas,BA,Nordeste
978,1033,SKU-100,2026-04-28,11,2,22.18,4458.3,Santa Maria,RS,Sul
979,1001,SKU-179,2026-05-31,13,4,34.62,3000.84,Sorocaba,SP,Sudeste
980,1484,SKU-083,2025-01-23,12,3,22.13,7995.6,Uberlandia,MG,Sudeste
981,325,SKU-068,2026-03-09,1,1,21.35,1698.21,Igarassu,PE,Nordeste
982,263,SKU-053,2025-07-11,10,1,27.88,2247.53,Olinda,PE,Nordeste
983,1304,SKU-174,2025-01-16,3,4,10.75,11676.4,Recanto das Emas,DF,Centro-Oeste
984,892,SKU-131,2025-03-24,7,2,19.72,4891.04,Itacoatiara,AM,Norte
985,752,SKU-248,2025-07-28,9,2,18.91,3749.18,Fortaleza,CE,Nordeste
986,282,SKU-213,2025-11-12,3,3,10.15,4428.24,Planaltina,DF,Centro-Oeste
987,4,SKU-184,2025-08-29,5,1,25.24,2552.87,Gravatai,RS,Sul
988,721,SKU-164,2025-01-20,7,1,13.47,605.18,Recanto das Emas,DF,Centro-Oeste
989,318,SKU-098,2025-07-03,4,1,23.51,683.02,Maues,AM,Norte
990,1,SKU-067,2025-06-16,11,3,11.96,6978.3,Coari,AM,Norte
991,937,SKU-208,2025-02-25,12,2,28.48,5127.22,Angra dos Reis,RJ,Sudeste
992,450,SKU-107,2026-04-28,11,1,16.59,1637.56,Petrolina,PE,Nordeste
993,84,SKU-030,2025-12-18,15,1,8.09,1158.16,Sao Jose dos Pinhais,PR,Sul
994,795,SKU-037,2026-06-08,13,1,14.86,2565.06,Passo Fundo,RS,Sul
995,6,SKU-122,2025-02-25,8,2,17.37,901.3,Curitiba,PR,Sul
996,1168,SKU-053,2025-02-01,3,1,20.53,2247.53,Angra dos Reis,RJ,Sudeste
997,256,SKU-136,2025-06-19,14,4,21.51,126.8,Cascavel,PR,Sul
998,430,SKU-193,2025-01-31,11,1,18.73,2477.85,Autazes,AM,Norte
999,518,SKU-087,2025-07-08,7,4,23.94,2364.48,Niteroi,RJ,Sudeste
1000,451,SKU-109,2025-04-26,7,4,30.76,6149.8,Ipatinga,MG,Sudeste
1001,244,SKU-004,2025-02-03,2,2,30.22,5552.84,Erechim,RS,Sul
1002,327,SKU-163,2025-06-29,5,4,10.84,3718.56,Cascavel,PR,Sul
1003,82,SKU-206,2026-01-26,11,2,24.26,1306.04,Camacari,BA,Nordeste
1004,1021,SKU-125,2025-01-07,5,1,10.36,1657.38,Maringa,PR,Sul
1005,48,SKU-225,2026-01-18,2,2,17.23,5121.86,Piracicaba,SP,Sudeste
1006,1326,SKU-040,2025-08-17,9,4,15.93,4595.44,Santos,SP,Sudeste
1007,1246,SKU-146,2026-04-08,10,4,29.69,9549.88,Sao Jose dos Campos,SP,Sudeste
1008,226,SKU-195,2026-04-05,7,1,8.96,222.88,Ponta Grossa,PR,Sul
1009,164,SKU-217,2025-11-12,5,1,15.56,38.13,Novo Hamburgo,RS,Sul
1010,391,SKU-021,2026-03-27,4,3,28.37,4122.66,Curitiba,PR,Sul
1011,1152,SKU-212,2025-10-06,8,2,8.57,5222.9,Guara,DF,Centro-Oeste
1012,104,SKU-095,2025-10-11,4,4,17.33,1443.8,Pelotas,RS,Sul
1013,289,SKU-098,2026-02-17,7,4,23.13,2732.08,Sobradinho,DF,Centro-Oeste
1014,133,SKU-019,2025-05-13,15,3,22.44,1791.87,Guara,DF,Centro-Oeste
1015,1105,SKU-171,2025-06-28,10,2,27.45,4009.76,Maringa,PR,Sul
1016,427,SKU-048,2025-06-19,7,4,21.91,4887.76,Belo Horizonte,MG,Sudeste
1017,275,SKU-019,2026-04-10,10,4,10.31,2389.16,Porto Seguro,BA,Nordeste
1018,1457,SKU-233,2025-06-08,14,2,11.46,4129.4,Maues,AM,Norte
1019,1421,SKU-143,2026-04-21,15,4,18.53,3678.28,Montes Claros,MG,Sudeste
1020,925,SKU-004,2025-11-05,1,1,12.41,2776.42,Itacoatiara,AM,Norte
1021,425,SKU-222,2025-09-15,9,2,7.87,1749.84,Erechim,RS,Sul
1022,846,SKU-250,2025-03-28,1,2,34.73,4638.78,Recife,PE,Nordeste
1023,1,SKU-018,2025-10-24,3,3,6.49,6824.19,Iguatu,CE,Nordeste
1024,1067,SKU-186,2025-03-10,14,3,27.24,821.46,Porto Alegre,RS,Sul
1025,133,SKU-240,2025-03-14,9,2,14.02,733.42,Sao Jose dos Campos,SP,Sudeste
1026,997,SKU-127,2025-11-26,3,2,32.03,4650.64,Maues,AM,Norte
1027,4,SKU-157,2026-03-22,3,3,29.98,5629.98,Petrolina,PE,Nordeste
1028,838,SKU-171,2025-05-19,12,3,32.26,6014.64,Lauro de Freitas,BA,Nordeste
1029,645,SKU-015,2025-07-07,10,2,15.11,3884.78,Porto Alegre,RS,Sul
1030,1308,SKU-110,2026-03-15,15,1,23.67,459.21,Colombo,PR,Sul
1031,591,SKU-033,2025-02-04,2,3,17.07,7776.81,Belo Horizonte,MG,Sudeste
1032,351,SKU-094,2025-09-09,2,1,18.46,2069.57,Garanhuns,PE,Nordeste
1033,1319,SKU-111,2025-12-08,5,4,9.59,9482.28,Curitiba,PR,Sul
1034,103,SKU-241,2025-11-11,4,4,12.73,1570.52,Montes Claros,MG,Sudeste
1035,1397,SKU-169,2025-07-18,2,4,24.81,8767.72,Porto Seguro,BA,Nordeste
1036,1,SKU-128,2026-05-17,8,4,10.89,1594.76,Uberlandia,MG,Sudeste
1037,1473,SKU-090,2025-03-05,1,2,17.57,5891.28,Taguatinga,DF,Centro-Oeste
1038,40,SKU-086,2025-03-14,8,2,20.47,5801.1,Canoas,RS,Sul
1039,5,SKU-077,2025-07-08,14,3,30.55,7447.29,Cascavel,PR,Sul
1040,316,SKU-141,2025-01-01,12,3,19.8,7261.11,Guarulhos,SP,Sudeste
1041,1382,SKU-107,2025-05-12,12,2,14.46,3275.12,Rio de Janeiro,RJ,Sudeste
1042,1059,SKU-106,2025-11-26,13,1,28.32,476.65,Ceilandia,DF,Centro-Oeste
1043,347,SKU-009,2026-01-01,14,1,19.5,1645.67,Pelotas,RS,Sul
1044,449,SKU-089,2025-03-22,1,3,15.55,5146.02,Santa Maria,RS,Sul
1045,563,SKU-019,2025-12-29,12,1,15.33,597.29,Parintins,AM,Norte
1046,825,SKU-025,2025-11-25,11,4,12.82,3917.24,Aguas Claras,DF,Centro-Oeste
1047,214,SKU-155,2025-04-30,1,4,6.41,413.24,Quixada,CE,Nordeste
1048,7,SKU-003,2025-09-09,2,1,26.5,2885.32,Ilheus,BA,Nordeste
1049,451,SKU-005,2025-09-12,11,2,10.35,2100.12,Manaus,AM,Norte
1050,75,SKU-098,2026-02-08,9,2,28.02,1366.04,Sao Jose dos Campos,SP,Sudeste
1051,221,SKU-211,2026-02-13,9,3,23.85,2894.76,Guarulhos,SP,Sudeste
1052,452,SKU-039,2026-02-06,15,3,9.72,4385.91,Feira de Santana,BA,Nordeste
1053,233,SKU-178,2026-03-24,12,2,31.01,4470.58,Gravatai,RS,Sul
1054,276,SKU-052,2025-02-26,5,2,23.15,3384.42,Sobral,CE,Nordeste
1055,1091,SKU-129,2026-06-04,1,1,27.86,561.4,Igarassu,PE,Nordeste
1056,398,SKU-248,2026-05-10,10,1,22.9,1874.59,Campinas,SP,Sudeste
1057,746,SKU-024,2025-10-16,13,2,7.37,3711.94,Pelotas,RS,Sul
1058,242,SKU-026,2025-04-09,9,3,21.11,7198.68,Tabatinga,AM,Norte
1059,6,SKU-042,2026-02-13,10,2,10.59,4222.64,Niteroi,RJ,Sudeste
1060,659,SKU-009,2025-10-30,1,4,28.96,6582.68,Juiz de Fora,MG,Sudeste
1061,160,SKU-154,2026-04-27,12,1,19.28,2976.54,Foz do Iguacu,PR,Sul
1062,128,SKU-123,2025-02-28,8,2,32.56,2492.22,Caxias do Sul,RS,Sul
1063,856,SKU-075,2026-02-04,12,1,29.69,2628.01,Gama,DF,Centro-Oeste
1064,100,SKU-070,2026-03-08,14,4,29.12,7844.0,Olinda,PE,Nordeste
1065,263,SKU-064,2025-12-01,1,4,32.69,8750.76,Itabuna,BA,Nordeste
1066,36,SKU-099,2025-03-17,14,3,5.49,4916.64,Teixeira de Freitas,BA,Nordeste
1067,477,SKU-115,2025-01-07,1,2,32.21,3455.64,Tefe,AM,Norte
1068,177,SKU-209,2025-02-23,4,4,12.1,7940.96,Garanhuns,PE,Nordeste
1069,297,SKU-003,2026-01-15,11,1,8.88,2885.32,Parintins,AM,Norte
1070,615,SKU-069,2025-01-09,1,1,5.33,1934.96,Erechim,RS,Sul
1071,540,SKU-043,2025-03-02,3,2,24.17,844.08,Montes Claros,MG,Sudeste
1072,3,SKU-068,2025-12-14,10,2,25.66,3396.42,Crato,CE,Nordeste
1073,342,SKU-153,2026-01-11,7,2,30.72,2153.74,Taguatinga,DF,Centro-Oeste
1074,5,SKU-160,2026-03-17,15,1,8.99,2800.85,Crato,CE,Nordeste
1075,1005,SKU-127,2025-10-30,3,3,12.73,6975.96,Sao Jose dos Pinhais,PR,Sul
1076,6,SKU-074,2025-10-16,2,3,32.77,4696.44,Bento Goncalves,RS,Sul
1077,30,SKU-005,2025-05-04,4,4,15.44,4200.24,Camacari,BA,Nordeste
1078,132,SKU-215,2025-10-17,14,3,16.94,6512.19,Olinda,PE,Nordeste
1079,51,SKU-204,2026-01-15,1,2,8.7,1960.5,Guara,DF,Centro-Oeste
1080,161,SKU-105,2026-01-25,13,1,12.04,328.09,Jaboatao dos Guararapes,PE,Nordeste
1081,279,SKU-036,2025-11-14,8,4,5.91,1517.92,Ribeirao Preto,SP,Sudeste
1082,1126,SKU-040,2026-03-08,13,4,5.48,4595.44,Gravatai,RS,Sul
1083,1484,SKU-094,2026-06-01,11,3,5.82,6208.71,Itabuna,BA,Nordeste
1084,1,SKU-113,2025-08-24,7,1,17.69,1813.29,Volta Redonda,RJ,Sudeste
1085,8,SKU-135,2026-03-27,5,1,16.2,1931.2,Betim,MG,Sudeste
1086,13,SKU-063,2025-12-01,12,3,18.27,7847.67,Curitiba,PR,Sul
1087,225,SKU-068,2026-01-10,10,2,7.91,3396.42,Teixeira de Freitas,BA,Nordeste
1088,8,SKU-186,2026-04-17,11,1,22.18,273.82,Cabo Frio,RJ,Sudeste
1089,511,SKU-102,2026-03-22,4,3,30.43,5521.59,Serra Talhada,PE,Nordeste
1090,291,SKU-100,2025-05-07,8,2,10.84,4458.3,Lauro de Freitas,BA,Nordeste
1091,116,SKU-172,2026-04-17,11,4,21.41,7174.96,Sorocaba,SP,Sudeste
1092,344,SKU-198,2025-07-10,13,2,34.81,2867.6,Quixada,CE,Nordeste
1093,813,SKU-139,2025-09-29,3,2,30.67,3656.78,Teresopolis,RJ,Sudeste
1094,48,SKU-155,2026-01-04,14,4,19.67,413.24,Canoas,RS,Sul
1095,1011,SKU-177,2026-05-06,10,2,28.58,5560.74,Contagem,MG,Sudeste
1096,1495,SKU-104,2025-10-24,6,3,6.2,7760.58,Itacoatiara,AM,Norte
1097,97,SKU-042,2026-02-09,5,4,16.28,8445.28,Taguatinga,DF,Centro-Oeste
1098,49,SKU-122,2025-08-31,11,2,11.72,901.3,Tabatinga,AM,Norte
1099,37,SKU-035,2025-09-02,12,2,5.65,5554.38,Duque de Caxias,RJ,Sudeste
1100,1476,SKU-017,2026-03-10,5,2,11.84,917.48,Pocos de Caldas,MG,Sudeste
1101,141,SKU-055,2025-11-01,9,4,24.8,6422.56,Recanto das Emas,DF,Centro-Oeste
1102,41,SKU-156,2025-01-10,6,4,14.94,5446.52,Feira de Santana,BA,Nordeste
1103,1073,SKU-177,2025-12-17,6,2,31.9,5560.74,Guarulhos,SP,Sudeste
1104,300,SKU-177,2025-03-13,1,2,21.53,5560.74,Caxias do Sul,RS,Sul
1105,1,SKU-214,2026-02-07,3,3,34.54,2228.61,Pelotas,RS,Sul
1106,908,SKU-111,2025-06-04,4,2,19.78,4741.14,Quixada,CE,Nordeste
1107,72,SKU-020,2026-03-01,12,1,33.65,581.57,Petrolina,PE,Nordeste
1108,357,SKU-237,2026-03-30,4,1,11.22,2993.72,Salvador,BA,Nordeste
1109,228,SKU-009,2025-12-10,3,3,10.08,4937.01,Coari,AM,Norte
1110,609,SKU-022,2025-02-08,3,4,28.73,4907.64,Curitiba,PR,Sul
1111,1215,SKU-070,2025-01-19,3,4,19.2,7844.0,Camacari,BA,Nordeste
1112,289,SKU-108,2025-05-22,14,3,22.08,7125.24,Sao Bernardo do Campo,SP,Sudeste
1113,46,SKU-216,2025-02-10,11,2,26.2,2202.72,Bento Goncalves,RS,Sul
1114,1448,SKU-163,2026-02-18,10,3,33.38,2788.92,Duque de Caxias,RJ,Sudeste
1115,315,SKU-081,2026-05-13,12,2,8.13,3149.46,Erechim,RS,Sul
1116,900,SKU-174,2026-05-12,5,3,30.26,8757.3,Ceilandia,DF,Centro-Oeste
1117,552,SKU-181,2026-06-03,14,4,6.03,5254.16,Gama,DF,Centro-Oeste
1118,160,SKU-222,2025-10-16,5,2,9.29,1749.84,Garanhuns,PE,Nordeste
1119,80,SKU-034,2025-08-16,2,3,31.8,4563.48,Petropolis,RJ,Sudeste
1120,45,SKU-141,2025-03-18,15,1,14.89,2420.37,Colombo,PR,Sul
1121,186,SKU-065,2025-01-17,7,1,25.99,2725.3,Ipatinga,MG,Sudeste
1122,835,SKU-236,2025-06-17,12,2,32.29,1272.32,Sobradinho,DF,Centro-Oeste
1123,1262,SKU-241,2026-05-25,7,3,10.18,1177.89,Montes Claros,MG,Sudeste
1124,779,SKU-192,2026-06-01,9,4,6.93,122.52,Autazes,AM,Norte
1125,37,SKU-248,2025-05-12,1,2,18.51,3749.18,Maues,AM,Norte
1126,176,SKU-140,2025-10-25,12,1,16.64,776.75,Sao Bernardo do Campo,SP,Sudeste
1127,13,SKU-188,2025-07-24,5,3,22.27,108.6,Porto Seguro,BA,Nordeste
1128,342,SKU-148,2025-10-05,7,4,5.74,5646.64,Camacari,BA,Nordeste
1129,720,SKU-160,2025-10-03,1,4,10.78,11203.4,Manacapuru,AM,Norte
1130,1107,SKU-220,2026-04-01,14,2,11.04,4632.08,Rio de Janeiro,RJ,Sudeste
1131,457,SKU-147,2025-05-25,1,4,7.51,10855.52,Olinda,PE,Nordeste
1132,20,SKU-083,2025-12-31,5,3,26.97,7995.6,Tefe,AM,Norte
1133,177,SKU-171,2026-02-13,6,3,14.83,6014.64,Teixeira de Freitas,BA,Nordeste
1134,20,SKU-248,2025-06-26,1,3,19.11,5623.77,Curitiba,PR,Sul
1135,7,SKU-135,2026-04-03,14,3,20.63,5793.6,Gravata,PE,Nordeste
1136,33,SKU-175,2025-02-28,5,3,7.14,7780.44,Paulista,PE,Nordeste
1137,171,SKU-040,2025-06-29,13,3,30.85,3446.58,Londrina,PR,Sul
1138,408,SKU-157,2026-04-29,9,3,5.15,5629.98,Canoas,RS,Sul
1139,262,SKU-137,2026-03-13,14,1,20.38,2270.15,Gravatai,RS,Sul
1140,346,SKU-011,2025-03-07,4,4,5.6,8551.88,Novo Hamburgo,RS,Sul
1141,6,SKU-160,2025-11-02,11,3,9.62,8402.55,Bento Goncalves,RS,Sul
1142,268,SKU-045,2025-02-16,12,3,26.94,4769.31,Presidente Figueiredo,AM,Norte
1143,443,SKU-008,2025-10-12,10,1,11.38,2088.85,Brasilia,DF,Centro-Oeste
1144,900,SKU-164,2025-03-09,3,4,22.89,2420.72,Guara,DF,Centro-Oeste
